Sample_ID,incubation,Timepoint,time,inject_volume_ul,co2_area,HS_ml,T_C,pressure_bar,delta_pressure,delta_13C,CO2_ppm,CO2_HS_ml,CO2_mmol,CO2_umol,mDIC,total_C_umol
T11-4-PE,PE,T11,408,50,61.5,100,22,1,0,156.42,834.3260281146796,0.08343260281146797,0.0033998273799536257,3.3998273799536256,388.4892361730917,391.88906355304533
T11-5-PE,PE,T11,408,50,59.3,100,22,1,0,129.58,804.4802189788699,0.080448021897887,0.003278207538719512,3.278207538719512,374.5920602449486,377.8702677836681
T11-1-PP,PP,T11,408,50,62.4,100,22,1,0,214.03,846.5356773066018,0.08465356773066018,0.0034495809513675813,3.4495809513675812,383.85379240772266,387.30337335909024
T11-2-PP,PP,T11,408,50,63.8,100,22,1,0,201.32,865.5284649384806,0.08655284649384806,0.0035269753957892893,3.526975395789289,392.4658967245625,395.9928721203518
T11-3-PP,PP,T11,408,50,63.1,100,22,1,0,200.14,856.0320711225412,0.08560320711225412,0.003488278173578435,3.488278173578435,388.15984456614257,391.648122739721
T11-4-PP,PP,T11,408,50,64.6,100,22,1,0,214.96,876.3814864424114,0.08763814864424115,0.0035712007926016944,3.571200792601694,397.3870991913282,400.9582999839299
T11-5-PP,PP,T11,408,50,61.9,100,22,1,0,205.43,839.752538866645,0.0839752538866645,0.003421940078359828,3.4219400783598277,380.77804086599406,384.1999809443539
T12-1-PE,PE,T12,432,50,55.2,100,22,1,0,142.08,748.8584837712247,0.07488584837712246,0.0030515523800559367,3.0515523800559365,342.0663172655907,345.11786964564664
T12-2-PE,PE,T12,432,50,55,100,22,1,0,147.89,746.1452283952419,0.0746145228395242,0.003040496030852836,3.040496030852836,340.8269465508604,343.86744258171325
T12-3-PE,PE,T12,432,50,51.7,100,22,1,0,152.44,701.3765146915275,0.07013765146915275,0.002858066269001666,2.858066269001666,320.37732975780875,323.2353960268104
T12-4-PE,PE,T12,432,50,53.7,100,22,1,0,147.4,728.5090684513544,0.07285090684513544,0.002968629761032678,2.9686297610326777,332.77103690511274,335.7396666661454
T12-5-PE,PE,T12,432,50,59.5,100,22,1,0,143.03,807.1934743548527,0.08071934743548527,0.003289263887922613,3.2892638879226133,368.7127876322944,372.00205152021704
T12-1-PP,PP,T12,432,50,60.8,100,22,1,0,252.98,824.8296342987402,0.08248296342987402,0.003361130157742771,3.361130157742771,366.3003874755897,369.66151763333244
T12-2-PP,PP,T12,432,50,62.7,100,22,1,0,250.22,850.6055603705759,0.08506055603705759,0.003466165475172233,3.466165475172233,377.7472745842019,381.21344005937414
T12-3-PP,PP,T12,432,50,59,100,22,1,0,209.32,800.4103359148959,0.08004103359148959,0.00326162301491486,3.26162301491486,355.45596810953606,358.7175911244509
T12-4-PP,PP,T12,432,50,62.7,100,22,1,0,259.11,850.6055603705759,0.08506055603705759,0.003466165475172233,3.466165475172233,377.7472745842019,381.21344005937414
T12-5-PP,PP,T12,432,50,59.7,100,22,1,0,241.22,809.9067297308354,0.08099067297308354,0.0033003202371257147,3.3003202371257148,359.67324230744583,362.97356254457156
T13-1-PE,PE,T13,504,50,61.4,100,22,1,0,154.3,832.9694004266883,0.08329694004266883,0.0033942992053520747,3.3942992053520746,359.96479677988157,363.35909598523364
T13-2-PE,PE,T13,504,50,64,100,22,1,0,162.14,868.2417203144634,0.08682417203144634,0.0035380317449923908,3.5380317449923906,375.2076057640459,378.7456375090383
T13-3-PE,PE,T13,504,50,60.2,100,22,1,0,161.64,816.6898681707921,0.08166898681707922,0.003327961110133468,3.327961110133468,352.92965417180574,356.2576152819392
T13-4-PE,PE,T13,504,50,64.8,100,22,1,0,157.4,879.0947418183941,0.08790947418183942,0.003582257141804796,3.5822571418047957,379.89770083609653,383.47995797790134
T13-5-PE,PE,T13,504,50,64.2,100,22,1,0,158.44,870.9549756904461,0.08709549756904461,0.0035490880941954923,3.549088094195492,376.3801295320586,379.9292176262541
T13-1-PP,PP,T13,504,50,58.8,100,22,1,0,256.62,797.6970805389132,0.07976970805389132,0.0032505666657117586,3.2505666657117587,333.61649920341324,336.867065869125
T13-2-PP,PP,T13,504,50,64.6,100,22,1,0,264,876.3814864424114,0.08763814864424115,0.0035712007926016944,3.571200792601694,366.5242491248384,370.0954499174401
T13-3-PP,PP,T13,504,50,64.9,100,22,1,0,268.76,880.4513695063856,0.08804513695063856,0.003587785316406347,3.5877853164063467,368.2263741207742,371.81415943718054
T13-4-PP,PP,T13,504,50,65.2,100,22,1,0,265.73,884.5212525703596,0.08845212525703597,0.0036043698402109985,3.6043698402109987,369.92849911671,373.532868956921
T13-5-PP,PP,T13,504,50,63.1,100,22,1,0,248.87,856.0320711225412,0.08560320711225412,0.003488278173578435,3.488278173578435,358.01362414515944,361.50190231873785
T14-1-PE,PE,T14,552,50,63.3,100,22,1,0,158.68,858.7453264985239,0.0858745326498524,0.0034993345227815366,3.4993345227815364,358.2229816587977,361.72231618157923
T14-2-PE,PE,T14,552,50,65.6,100,22,1,0,158.46,889.9477633223248,0.08899477633223249,0.0036264825386172,3.6264825386172004,371.2389825721506,374.8654651107678
T14-3-PE,PE,T14,552,50,62,100,22,1,0,153.98,841.1091665546363,0.08411091665546364,0.0034274682529613783,3.4274682529613782,350.8661115773374,354.29357983029877
T14-4-PE,PE,T14,552,50,65.1,100,22,1,0,156.27,883.1646248823681,0.08831646248823681,0.003598841665609447,3.5988416656094473,368.40941715620426,372.0082588218137
T14-5-PE,PE,T14,552,50,63.5,100,22,1,0,157.82,861.4585818745066,0.08614585818745067,0.003510390871984638,3.510390871984638,359.35480782517624,362.86519869716085
T14-1-PP,PP,T14,552,50,67.8,100,22,1,0,267.87,919.7935724581346,0.09197935724581346,0.003748102379851314,3.7481023798513142,370.300651081079,374.04875346093036
T14-2-PP,PP,T14,552,50,66.1,100,22,1,0,263.6,896.7309017622816,0.08967309017622817,0.0036541234116249533,3.6541234116249535,361.01582649645013,364.66994990807507
T14-3-PP,PP,T14,552,50,67.3,100,22,1,0,265.9,913.0104340181779,0.09130104340181779,0.0037204615068435606,3.7204615068435607,367.569820320894,371.29028182773754
T14-4-PP,PP,T14,552,50,67.5,100,22,1,0,266.37,915.7236893941606,0.09157236893941606,0.003731517856046662,3.731517856046662,368.66215262496803,372.3936704810147
T14-5-PP,PP,T14,552,50,68.8,100,22,1,0,249.6,933.3598493380481,0.09333598493380481,0.00380338412586682,3.80338412586682,375.76231260144885,379.5656967273157
T15-1-PE,PE,T15,600,50,68.8,100,22,1,0,159.63,933.3598493380481,0.09333598493380481,0.00380338412586682,3.80338412586682,376.28748668760227,380.0908708134691
T15-2-PE,PE,T15,600,50,69.7,100,22,1,0,162.42,945.5694985299702,0.09455694985299704,0.003853137697280776,3.853137697280776,381.2098520657832,385.06298976306397
T15-3-PE,PE,T15,600,50,65.7,100,22,1,0,158.93,891.3043910103163,0.08913043910103163,0.003632010713218751,3.6320107132187514,359.33267260720163,362.96468332042036
T15-4-PE,PE,T15,600,50,72.3,100,22,1,0,156.19,980.8418184177452,0.09808418184177453,0.003996870236921091,3.9968702369210907,395.43001871386105,399.42688895078214
T15-5-PE,PE,T15,600,50,69.3,100,22,1,0,156.55,940.1429877780048,0.09401429877780049,0.003831024998874573,3.831024998874573,379.022134119925,382.85315911879957
T15-1-PP,PP,T15,600,50,71.2,100,22,1,0,268.26,965.9189138498405,0.09659189138498406,0.003936060316304035,3.936060316304035,374.8578692007399,378.7939295170439
T15-2-PP,PP,T15,600,50,74,100,22,1,0,260.95,1003.9044891135983,0.10039044891135983,0.004090849205147452,4.090849205147451,389.59947079852174,393.69032000366917
T15-3-PP,PP,T15,600,50,71.3,100,22,1,0,267.2,967.2755415378318,0.09672755415378319,0.0039415884909055855,3.9415884909055854,375.3843549720892,379.3259434629948
T15-4-PP,PP,T15,600,50,72.7,100,22,1,0,262.82,986.2683291697108,0.09862683291697108,0.004018982935327294,4.018982935327294,382.7551557709802,386.7741387063075
T15-5-PP,PP,T15,600,50,72.7,100,22,1,0,252.75,986.2683291697108,0.09862683291697108,0.004018982935327294,4.018982935327294,382.7551557709802,386.7741387063075
T16-1-PE,PE,T16,696,50,69.6,100,22,1,0,155.89,944.2128708419788,0.09442128708419788,0.0038476095226792242,3.847609522679224,356.72986270022875,360.577472222908
T16-2-PE,PE,T16,696,50,69.4,100,22,1,0,158.76,941.4996154659963,0.09414996154659963,0.003836553173476124,3.836553173476124,355.70477688787184,359.541330061348
T16-3-PE,PE,T16,696,50,68.7,100,22,1,0,159.27,932.0032216500568,0.09320032216500569,0.00379785595126527,3.79785595126527,352.11697654462245,355.9148324958877
T16-4-PE,PE,T16,696,50,71.8,100,22,1,0,155.4,974.0586799777885,0.09740586799777885,0.003969229363913338,3.969229363913338,368.0058066361555,371.9750360000688
T16-5-PE,PE,T16,696,50,70.1,100,22,1,0,153.43,950.9960092819356,0.09509960092819356,0.0038752503956869773,3.8752503956869773,359.2925772311212,363.16782762680816
T16-1-PP,PP,T16,696,50,68.3,100,22,1,0,274.91,926.5767108980913,0.09265767108980913,0.0037757432528590664,3.7757432528590664,335.41714813800655,339.1928913908656
T16-2-PP,PP,T16,696,50,76.3,100,22,1,0,266.14,1035.1069259373992,0.10351069259373992,0.004217997220983116,4.217997220983116,374.70466182913475,378.9226590501179
T16-3-PP,PP,T16,696,50,73.4,100,22,1,0,251.52,995.7647229856502,0.09957647229856503,0.0040576801575381485,4.057680157538148,360.4629381161008,364.52061827363895
T16-4-PP,PP,T16,696,50,73.1,100,22,1,0,273.35,991.694839921676,0.0991694839921676,0.004041095633733496,4.041095633733496,358.9896563526835,363.030751986417
T16-5-PP,PP,T16,696,50,74.1,100,22,1,0,252.26,1005.2611168015895,0.10052611168015896,0.004096377379749002,4.096377379749002,363.90059556407454,367.99697294382355
C-1-SW,SW_background,T0-1,0,50,36.3,100,22,1,0,-7.709,492.45585074085966,0.04924558507408597,0.0020067273803628717,2.0067273803628716,334.6391929666367,336.64592034699956
C-2-SW,SW_background,T0-1,0,50,37.6,100,22,1,0,-8.425,510.09201068474727,0.05100920106847473,0.00207859365018303,2.0785936501830298,346.6235166816953,348.7021103318784
C-3-SW,SW_background,T0-1,0,50,37,100,22,1,0,-9.533,501.95224455679914,0.050195224455679914,0.002045424602573726,2.0454246025737257,341.0922903516682,343.13771495424197
C-1-SW,SW_background,T0,24,50,37.7,100,22,1,0,-10.361,511.4486383727386,0.05114486383727387,0.0020841218247845805,2.0841218247845803,339.2738290140557,341.3579508388403
C-2-SW,SW_background,T0,24,50,37,100,22,1,0,-10.17,501.95224455679914,0.050195224455679914,0.002045424602573726,2.0454246025737257,332.9743149474817,335.0197395500554
C-3-SW,SW_background,T0,24,50,36.6,100,22,1,0,NA,496.52573380483375,0.04965257338048338,0.0020233119041675237,2.0233119041675236,329.37459262372516,331.3979045278927
C-1-SW,SW_background,T1,48,50,38.4,100,22,1,0,-11.3,520.9450321886779,0.0520945032188678,0.002122819046995434,2.122819046995434,337.53991401347724,339.6627330604727
C-2-SW,SW_background,T1,48,50,41.8,100,22,1,0,-10.86,567.0703735803838,0.056707037358038385,0.002310776983448155,2.310776983448155,367.4262605667539,369.73703755020205
C-3-SW,SW_background,T1,48,50,41.2,100,22,1,0,-10.8,558.9306074524358,0.05589306074524358,0.0022776079358388514,2.2776079358388515,362.15219941029335,364.4298073461322
C-1-SW,SW_background,T2,72,50,43.1,100,22,1,0,-10.8,584.7065335242714,0.05847065335242715,0.0023826432532683133,2.3826432532683133,370.24639767577696,372.6290409290453
C-2-SW,SW_background,T2,72,50,41.2,100,22,1,0,-10.7,558.9306074524358,0.05589306074524358,0.0022776079358388514,2.2776079358388515,353.9246307248726,356.20223866071143
C-3-SW,SW_background,T2,72,50,41.9,100,22,1,0,-10.77,568.4270012683752,0.05684270012683752,0.0023163051580497055,2.3163051580497056,359.93791328573207,362.2542184437818
C-1-SW,SW_background,T3,96,50,42.1,100,22,1,0,-10.65,571.1402566443579,0.0571140256644358,0.002327361507252807,2.327361507252807,353.6222141309645,355.9495756382173
C-2-SW,SW_background,T3,96,50,42.7,100,22,1,0,-10.6,579.2800227723061,0.05792800227723061,0.002360530554862111,2.360530554862111,358.66196065064577,361.0224912055079
C-3-SW,SW_background,T3,96,50,41.9,100,22,1,0,-10.79,568.4270012683752,0.05684270012683752,0.0023163051580497055,2.3163051580497056,351.94229862440403,354.25860378245375
C-1-SW,SW_background,T4,192,50,44.3,100,22,1,0,-10.56,600.9860657801676,0.06009860657801676,0.00244898134848692,2.44898134848692,341.73615239002925,344.1851337385162
C-2-SW,SW_background,T4,192,50,42.9,100,22,1,0,-10.86,581.9932781482887,0.05819932781482887,0.0023715869040652118,2.3715869040652118,330.9363642783805,333.3079511824457
C-3-SW,SW_background,T4,192,50,45.3,100,22,1,0,-10.8,614.5523426600811,0.06145523426600811,0.0025042630945024263,2.5042630945024262,349.45028675549264,351.9545498499951
C-1-SW,SW_background,T5,216,50,44.9,100,22,1,0,-10.86,609.1258319081156,0.06091258319081157,0.0024821503960962238,2.4821503960962237,339.4396831930912,341.92183358918743
C-2-SW,SW_background,T5,216,50,42.6,100,22,1,0,-11,577.9233950843147,0.057792339508431476,0.00235500238026056,2.35500238026056,322.05190432128484,324.4069067015454
C-3-SW,SW_background,T5,216,50,48.6,100,22,1,0,-11.78,659.3210563637956,0.06593210563637956,0.0026866928563535966,2.686692856353597,367.4113274651277,370.09802032148133
C-1-SW,SW_background,T6,240,50,48.1,100,22,1,0,-10.65,652.5379179238389,0.0652537917923839,0.002659051983345844,2.659051983345844,356.50371270800264,359.16276469134846
C-2-SW,SW_background,T6,240,50,47.1,100,22,1,0,-10.71,638.9716410439254,0.06389716410439254,0.0026037702373303377,2.6037702373303375,349.0919931090836,351.69576334641397
C-3-SW,SW_background,T6,240,50,47.6,100,22,1,0,-11.21,645.7547794838821,0.06457547794838821,0.0026314111103380904,2.6314111103380906,352.7978529085431,355.4292640188812
C-1-SW,SW_background,T7,264,50,51.8,100,22,1,0,-11,702.7331423795188,0.07027331423795188,0.0028635944436032163,2.8635944436032164,376.5462632686531,379.4098577122563
C-2-SW,SW_background,T7,264,50,47.4,100,22,1,0,-10.41,643.0415241078994,0.06430415241078993,0.002620354761134989,2.620354761134989,344.56163858946246,347.18199335059745
C-3-SW,SW_background,T7,264,50,53.1,100,22,1,0,-10.78,720.3693023234064,0.07203693023234065,0.0029354607134233746,2.9354607134233746,385.99626601477763,388.931726728201
C-1-SW,SW_background,T8,336,50,53.6,100,22,1,0,-10.85,727.1524407633631,0.07271524407633631,0.0029631015864311273,2.963101586431127,368.38482336820897,371.3479249546401
C-2-SW,SW_background,T8,336,50,49.8,100,22,1,0,-10.94,675.6005886196917,0.06756005886196918,0.002753030951572204,2.753030951572204,342.26798887568674,345.02101982725895
C-3-SW,SW_background,T8,336,50,55.4,100,22,1,0,-10.89,751.5717391472073,0.07515717391472072,0.003062608729259038,3.0626087292590376,380.7559554962458,383.8185642255048
C-1-SW,SW_background,T9,360,50,56.2,100,22,1,0,-10.59,762.4247606511382,0.07624247606511382,0.0031068341260714434,3.106834126071443,379.35892223563945,382.4657563617109
C-2-SW,SW_background,T9,360,50,51.2,100,22,1,0,-10.66,694.5933762515707,0.06945933762515707,0.0028304253959939127,2.8304253959939127,345.6081284424331,348.438553838427
C-3-SW,SW_background,T9,360,50,54.2,100,22,1,0,-10.9,735.2922068913111,0.07352922068913112,0.002996270634040431,2.996270634040431,365.8586047183569,368.85487535239736
C-1-SW,SW_background,T10,384,50,55.8,100,22,1,0,-10.48,756.9982498991727,0.07569982498991727,0.0030847214276652404,3.08472142766524,370.05276907673505,373.13749050440026
C-2-SW,SW_background,T10,384,50,48.9,100,22,1,0,-10.38,663.3909394277696,0.06633909394277696,0.0027032773801582482,2.7032773801582484,324.2935556962786,326.9968330764368
C-3-SW,SW_background,T10,384,50,51,100,22,1,0,-10.7,691.880120875588,0.0691880120875588,0.002819369046790811,2.8193690467908112,338.2202728120697,341.03964185886053
C-1-SW,SW_background,T11,408,50,57.3,100,22,1,0,-10.17,777.3476652190429,0.0777347665219043,0.0031676440466884997,3.1676440466885,373.4506029935205,376.618247040209
C-2-SW,SW_background,T11,408,50,55,100,22,1,0,-10,746.1452283952419,0.0746145228395242,0.003040496030852836,3.040496030852836,358.46043917353626,361.50093520438907
C-3-SW,SW_background,T11,408,50,57.9,100,22,1,0,-11.31,785.487431346991,0.0785487431346991,0.0032008130942978033,3.2008130942978035,377.36108051177723,380.56189360607505
C-1-SW,SW_background,T12,432,50,58.3,100,22,1,0,-10.22,790.9139420989565,0.07909139420989565,0.003222925792704006,3.222925792704006,373.5297747505236,376.7527005432276
C-2-SW,SW_background,T12,432,50,53.1,100,22,1,0,-10.36,720.3693023234064,0.07203693023234065,0.0029354607134233746,2.9354607134233746,340.21322537311846,343.14868608654183
C-3-SW,SW_background,T12,432,50,57.6,100,22,1,0,-10.73,781.417548283017,0.07814175482830171,0.003184228570493152,3.1842285704931523,369.04485464202685,372.22908321252
C-1-SW,SW_background,T13,504,50,60.2,100,22,1,0,-10.98,816.6898681707921,0.08166898681707922,0.003327961110133468,3.327961110133468,367.0451652895516,370.3731263996851
C-2-SW,SW_background,T13,504,50,57.9,100,22,1,0,-12.2,785.487431346991,0.0785487431346991,0.0032008130942978033,3.2008130942978035,353.0218450210139,356.22265811531173
C-3-SW,SW_background,T13,504,50,59.6,100,22,1,0,-10.99,808.5501020428441,0.08085501020428441,0.003294792062524164,3.2947920625241642,363.386907828194,366.68169989071816
C-1-SW,SW_background,T14,552,50,63.1,100,22,1,0,-10.9,856.0320711225412,0.08560320711225412,0.003488278173578435,3.488278173578435,372.70720920627,376.19548737984843
C-2-SW,SW_background,T14,552,50,61,100,22,1,0,-10.57,827.5428896747229,0.08275428896747229,0.0033721865069458725,3.3721865069458725,360.3033242723054,363.6755107792513
C-3-SW,SW_background,T14,552,50,62.6,100,22,1,0,-10.72,849.2489326825845,0.08492489326825846,0.0034606373005706824,3.4606373005706823,369.7539032696118,373.21454057018246
C-1-SW,SW_background,T15,600,50,70.1,100,22,1,0,-8.17,950.9960092819356,0.09509960092819356,0.0038752503956869773,3.8752503956869773,401.5096318171785,405.3848822128655
C-2-SW,SW_background,T15,600,50,63.1,100,22,1,0,-10.06,856.0320711225412,0.08560320711225412,0.003488278173578435,3.488278173578435,361.41594533044173,364.90422350402014
C-3-SW,SW_background,T15,600,50,67.2,100,22,1,0,-10.74,911.6538063301865,0.09116538063301866,0.0037149333322420105,3.7149333322420106,384.8993902726734,388.6143236049154
C-1-SW,SW_background,T16,696,50,69,100,22,1,0,-11.03,936.0731047140308,0.09360731047140308,0.0038144404750699214,3.8144404750699215,372.6312688821752,376.44570935724516
C-2-SW,SW_background,T16,696,50,62.4,100,22,1,0,-14.11,846.5356773066018,0.08465356773066018,0.0034495809513675813,3.4495809513675812,336.98827794561936,340.43785889698694
C-3-SW,SW_background,T16,696,50,67.2,100,22,1,0,-12.35,911.6538063301865,0.09116538063301866,0.0037149333322420105,3.7149333322420106,362.91045317220545,366.6253865044475
